0x680, Time, 81, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 82, High Cell Voltage, 38127, Low Cell Voltage, 36446, Average Cell Voltage 20992
0x682, Time, 82, Pack Amphours, 152, Internal Temp, 25
0x682, Time, 498, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 498, Input Supply Voltage, 119, Pack Current, 0
0x151, Time, 498, AC Current, 0, DC Current, 0
0x251, Time, 502, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x1839F380, Time, 607, Highest Cell Temp, 30, Average Cell Temp, 6
0x151, Time, 628, AC Current, 0, DC Current, 0
0x251, Time, 628, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 628, ERPM, 0, MC Input Voltage, 1
0x051, Time, 634, ERPM, 0, MC Input Voltage, 1
0x151, Time, 638, AC Current, 0, DC Current, 0
0x251, Time, 642, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 654, ERPM, 0, MC Input Voltage, 1
0x151, Time, 658, AC Current, 0, DC Current, 0
0x251, Time, 662, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 674, ERPM, 0, MC Input Voltage, 1
0x151, Time, 678, AC Current, 0, DC Current, 0
0x251, Time, 682, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 694, ERPM, 0, MC Input Voltage, 1
0x151, Time, 698, AC Current, 0, DC Current, 0
0x251, Time, 702, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 705, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 706, High Cell Voltage, 38126, Low Cell Voltage, 36446, Average Cell Voltage 20992
0x682, Time, 706, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 706, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 714, ERPM, 0, MC Input Voltage, 1
0x151, Time, 718, AC Current, 0, DC Current, 0
0x251, Time, 722, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 734, ERPM, 0, MC Input Voltage, 1
0x151, Time, 738, AC Current, 0, DC Current, 0
0x251, Time, 742, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 754, ERPM, 0, MC Input Voltage, 1
0x151, Time, 758, AC Current, 0, DC Current, 0
0x251, Time, 762, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 774, ERPM, 0, MC Input Voltage, 1
0x151, Time, 778, AC Current, 0, DC Current, 0
0x251, Time, 782, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 794, ERPM, 0, MC Input Voltage, 1
0x151, Time, 798, AC Current, 0, DC Current, 0
0x251, Time, 802, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 809, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 810, High Cell Voltage, 38125, Low Cell Voltage, 36447, Average Cell Voltage 20992
0x682, Time, 810, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 810, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 814, ERPM, 0, MC Input Voltage, 1
0x151, Time, 818, AC Current, 0, DC Current, 0
0x251, Time, 822, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 834, ERPM, 0, MC Input Voltage, 1
0x151, Time, 838, AC Current, 0, DC Current, 0
0x251, Time, 842, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 854, ERPM, 0, MC Input Voltage, 1
0x151, Time, 858, AC Current, 0, DC Current, 0
0x251, Time, 862, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x1839F380, Time, 965, Highest Cell Temp, 30, Average Cell Temp, 8
0x151, Time, 985, AC Current, 0, DC Current, 0
0x251, Time, 985, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x251, Time, 985, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 985, ERPM, 0, MC Input Voltage, 1
0x051, Time, 994, ERPM, 0, MC Input Voltage, 1
0x151, Time, 998, AC Current, 0, DC Current, 0
0x251, Time, 1002, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1014, ERPM, 0, MC Input Voltage, 1
0x680, Time, 1017, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 1018, High Cell Voltage, 38126, Low Cell Voltage, 36446, Average Cell Voltage 20992
0x682, Time, 1018, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 1018, Input Supply Voltage, 119, Pack Current, 0
0x151, Time, 1018, AC Current, 0, DC Current, 0
0x251, Time, 1022, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1034, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1038, AC Current, 0, DC Current, 0
0x251, Time, 1042, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1054, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1058, AC Current, 0, DC Current, 0
0x251, Time, 1062, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1074, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1078, AC Current, 0, DC Current, 0
0x251, Time, 1082, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1094, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1098, AC Current, 0, DC Current, 0
0x251, Time, 1102, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1114, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1118, AC Current, 0, DC Current, 0
0x680, Time, 1121, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 1122, High Cell Voltage, 38126, Low Cell Voltage, 36446, Average Cell Voltage 20992
0x682, Time, 1122, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 1122, Input Supply Voltage, 119, Pack Current, 0
0x251, Time, 1122, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1134, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1138, AC Current, 0, DC Current, 0
0x251, Time, 1142, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1154, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1158, AC Current, 0, DC Current, 0
0x251, Time, 1162, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1174, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1178, AC Current, 0, DC Current, 0
0x251, Time, 1182, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1194, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1198, AC Current, 0, DC Current, 0
0x251, Time, 1202, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1214, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1218, AC Current, 0, DC Current, 0
0x1839F380, Time, 1315, Highest Cell Temp, 30, Average Cell Temp, 12
0x680, Time, 1336, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 1336, High Cell Voltage, 38127, Low Cell Voltage, 36446, Average Cell Voltage 20992
0x051, Time, 1336, ERPM, 0, MC Input Voltage, 1
0x251, Time, 1336, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x151, Time, 1338, AC Current, 0, DC Current, 0
0x251, Time, 1342, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1354, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1358, AC Current, 0, DC Current, 0
0x251, Time, 1362, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1374, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1378, AC Current, 0, DC Current, 0
0x251, Time, 1382, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1394, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1398, AC Current, 0, DC Current, 0
0x251, Time, 1402, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1414, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1418, AC Current, 0, DC Current, 0
0x251, Time, 1422, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 1433, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 1434, High Cell Voltage, 38126, Low Cell Voltage, 36447, Average Cell Voltage 21248
0x682, Time, 1434, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 1434, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 1434, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1438, AC Current, 0, DC Current, 0
0x251, Time, 1442, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1454, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1458, AC Current, 0, DC Current, 0
0x251, Time, 1462, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1474, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1478, AC Current, 0, DC Current, 0
0x251, Time, 1482, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1494, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1498, AC Current, 0, DC Current, 0
0x251, Time, 1502, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1514, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1518, AC Current, 0, DC Current, 0
0x251, Time, 1522, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1534, ERPM, 0, MC Input Voltage, 1
0x680, Time, 1537, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 1538, High Cell Voltage, 38127, Low Cell Voltage, 36446, Average Cell Voltage 20992
0x682, Time, 1538, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 1538, Input Supply Voltage, 119, Pack Current, 0
0x151, Time, 1539, AC Current, 0, DC Current, 0
0x251, Time, 1542, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1554, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1558, AC Current, 0, DC Current, 0
0x251, Time, 1562, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1574, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1578, AC Current, 0, DC Current, 0
0x251, Time, 1582, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x1839F380, Time, 1679, Highest Cell Temp, 32, Average Cell Temp, 14
0x051, Time, 1700, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1700, AC Current, 0, DC Current, 0
0x251, Time, 1702, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1714, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1718, AC Current, 0, DC Current, 0
0x251, Time, 1722, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1734, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1738, AC Current, 0, DC Current, 0
0x251, Time, 1742, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 1745, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 1746, High Cell Voltage, 38127, Low Cell Voltage, 36447, Average Cell Voltage 21248
0x682, Time, 1746, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 1746, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 1754, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1758, AC Current, 0, DC Current, 0
0x251, Time, 1762, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1774, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1778, AC Current, 0, DC Current, 0
0x251, Time, 1782, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1794, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1798, AC Current, 0, DC Current, 0
0x251, Time, 1802, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1814, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1818, AC Current, 0, DC Current, 0
0x251, Time, 1822, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1834, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1838, AC Current, 0, DC Current, 0
0x251, Time, 1842, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 1849, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 1850, High Cell Voltage, 38126, Low Cell Voltage, 36447, Average Cell Voltage 21248
0x682, Time, 1850, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 1850, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 1854, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1858, AC Current, 0, DC Current, 0
0x251, Time, 1862, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1874, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1878, AC Current, 0, DC Current, 0
0x251, Time, 1882, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1894, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1898, AC Current, 0, DC Current, 0
0x251, Time, 1902, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1914, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1918, AC Current, 0, DC Current, 0
0x251, Time, 1922, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 1934, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1938, AC Current, 0, DC Current, 0
0x251, Time, 1942, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x1839F380, Time, 2039, Highest Cell Temp, 32, Average Cell Temp, 17
0x680, Time, 2059, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x151, Time, 2059, AC Current, 0, DC Current, 0
0x251, Time, 2062, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2074, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2078, AC Current, 0, DC Current, 0
0x251, Time, 2082, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2094, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2098, AC Current, 0, DC Current, 0
0x251, Time, 2102, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2114, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2118, AC Current, 0, DC Current, 0
0x251, Time, 2122, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2134, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2138, AC Current, 0, DC Current, 0
0x251, Time, 2142, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2154, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2158, AC Current, 0, DC Current, 0
0x680, Time, 2161, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 2162, High Cell Voltage, 38126, Low Cell Voltage, 36447, Average Cell Voltage 21248
0x682, Time, 2162, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 2162, Input Supply Voltage, 119, Pack Current, 0
0x251, Time, 2163, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2174, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2178, AC Current, 0, DC Current, 0
0x251, Time, 2182, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2194, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2198, AC Current, 0, DC Current, 0
0x251, Time, 2202, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2214, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2218, AC Current, 0, DC Current, 0
0x251, Time, 2222, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2234, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2238, AC Current, 0, DC Current, 0
0x251, Time, 2242, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2254, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2258, AC Current, 0, DC Current, 0
0x251, Time, 2262, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 2265, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 2266, High Cell Voltage, 38126, Low Cell Voltage, 36448, Average Cell Voltage 21248
0x682, Time, 2266, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 2266, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2274, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2278, AC Current, 0, DC Current, 0
0x251, Time, 2282, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2294, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2298, AC Current, 0, DC Current, 0
0x251, Time, 2302, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x1839F380, Time, 2402, Highest Cell Temp, 32, Average Cell Temp, 19
0x251, Time, 2423, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2434, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2438, AC Current, 0, DC Current, 0
0x251, Time, 2442, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2454, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2458, AC Current, 0, DC Current, 0
0x251, Time, 2462, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 2473, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 2474, High Cell Voltage, 38126, Low Cell Voltage, 36448, Average Cell Voltage 21248
0x682, Time, 2474, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 2474, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2474, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2478, AC Current, 0, DC Current, 0
0x251, Time, 2482, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2494, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2498, AC Current, 0, DC Current, 0
0x251, Time, 2502, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2514, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2518, AC Current, 0, DC Current, 0
0x251, Time, 2522, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2534, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2538, AC Current, 0, DC Current, 0
0x251, Time, 2542, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2554, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2558, AC Current, 0, DC Current, 0
0x251, Time, 2562, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2574, ERPM, 0, MC Input Voltage, 1
0x680, Time, 2577, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 2578, High Cell Voltage, 38126, Low Cell Voltage, 36448, Average Cell Voltage 21248
0x682, Time, 2578, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 2578, Input Supply Voltage, 119, Pack Current, 0
0x151, Time, 2578, AC Current, 0, DC Current, 0
0x251, Time, 2582, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2594, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2598, AC Current, 0, DC Current, 0
0x251, Time, 2602, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2614, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2618, AC Current, 0, DC Current, 0
0x251, Time, 2622, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2634, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2638, AC Current, 0, DC Current, 0
0x251, Time, 2642, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2654, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2658, AC Current, 0, DC Current, 0
0x251, Time, 2662, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x1839F380, Time, 2767, Highest Cell Temp, 32, Average Cell Temp, 23
0x151, Time, 2787, AC Current, 0, DC Current, 0
0x680, Time, 2787, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x051, Time, 2787, ERPM, 0, MC Input Voltage, 1
0x051, Time, 2794, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2798, AC Current, 0, DC Current, 0
0x251, Time, 2802, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2814, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2818, AC Current, 0, DC Current, 0
0x251, Time, 2822, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2834, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2838, AC Current, 0, DC Current, 0
0x251, Time, 2842, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2854, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2858, AC Current, 0, DC Current, 0
0x251, Time, 2862, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2874, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2878, AC Current, 0, DC Current, 0
0x251, Time, 2882, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 2889, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 2890, High Cell Voltage, 38127, Low Cell Voltage, 36449, Average Cell Voltage 21248
0x682, Time, 2890, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 2890, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2894, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2898, AC Current, 0, DC Current, 0
0x251, Time, 2902, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2914, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2918, AC Current, 0, DC Current, 0
0x251, Time, 2922, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2934, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2938, AC Current, 0, DC Current, 0
0x251, Time, 2942, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2954, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2958, AC Current, 0, DC Current, 0
0x251, Time, 2962, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 2974, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2978, AC Current, 0, DC Current, 0
0x251, Time, 2982, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x680, Time, 2993, Relay State 1, 0x90, Relay State 2, 0x49, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3394, Pack SOC, 72
0x683, Time, 2994, High Cell Voltage, 38127, Low Cell Voltage, 36448, Average Cell Voltage 21248
0x682, Time, 2994, Pack Amphours, 152, Internal Temp, 25
0x681, Time, 2994, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2995, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2998, AC Current, 0, DC Current, 0
0x251, Time, 3002, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x051, Time, 3014, ERPM, 0, MC Input Voltage, 1
0x151, Time, 3018, AC Current, 0, DC Current, 0
0x1839F380, Time, 3115, Highest Cell Temp, 32, Average Cell Temp, 23
0x051, Time, 3136, ERPM, 0, MC Input Voltage, 1
0x251, Time, 3136, Controller Temp, 400, Motor Temp, 490, Fault Code, 2
0x151, Time, 3138, AC Current, 0, DC Current, 0
