0x680, Time, 70, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 71, High Cell Voltage, 38950, Low Cell Voltage, 37599, Average Cell Voltage 41984
0x682, Time, 71, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 1423, Input Supply Voltage, 120, Pack Current, 0
0x151, Time, 1424, AC Current, 0, DC Current, 0
0x251, Time, 1427, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1439, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1443, AC Current, 0, DC Current, 0
0x251, Time, 1447, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1459, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1463, AC Current, 0, DC Current, 0
0x251, Time, 1467, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1479, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1483, AC Current, 0, DC Current, 0
0x251, Time, 1487, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1499, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1503, AC Current, 0, DC Current, 0
0x251, Time, 1507, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1519, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1523, AC Current, 0, DC Current, 0
0x680, Time, 1526, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 1527, High Cell Voltage, 38950, Low Cell Voltage, 37599, Average Cell Voltage 41984
0x682, Time, 1527, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 1527, Input Supply Voltage, 120, Pack Current, 0
0x251, Time, 1528, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1539, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1543, AC Current, 0, DC Current, 0
0x251, Time, 1547, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1559, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1563, AC Current, 0, DC Current, 0
0x251, Time, 1567, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1579, ERPM, 0, MC Input Voltage, 1
0x1839F380, Time, 1676, Highest Cell Temp, 28, Average Cell Temp, 12
0x251, Time, 1696, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x151, Time, 1696, AC Current, 0, DC Current, 0
0x051, Time, 1699, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1703, AC Current, 0, DC Current, 0
0x251, Time, 1707, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1719, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1723, AC Current, 0, DC Current, 0
0x251, Time, 1727, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x680, Time, 1734, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 1735, High Cell Voltage, 38951, Low Cell Voltage, 37600, Average Cell Voltage 41984
0x682, Time, 1735, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 1735, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 1739, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1743, AC Current, 0, DC Current, 0
0x251, Time, 1747, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1759, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1763, AC Current, 0, DC Current, 0
0x251, Time, 1767, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1779, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1783, AC Current, 0, DC Current, 0
0x251, Time, 1787, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1799, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1803, AC Current, 0, DC Current, 0
0x251, Time, 1807, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1819, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1823, AC Current, 0, DC Current, 0
0x251, Time, 1827, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x680, Time, 1838, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 1839, High Cell Voltage, 38950, Low Cell Voltage, 37599, Average Cell Voltage 41984
0x682, Time, 1839, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 1839, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 1840, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1843, AC Current, 0, DC Current, 0
0x251, Time, 1847, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1859, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1863, AC Current, 0, DC Current, 0
0x251, Time, 1867, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1879, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1883, AC Current, 0, DC Current, 0
0x251, Time, 1887, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1899, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1903, AC Current, 0, DC Current, 0
0x251, Time, 1907, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1919, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1923, AC Current, 0, DC Current, 0
0x251, Time, 1927, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 1939, ERPM, 0, MC Input Voltage, 1
0x680, Time, 1942, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x1839F380, Time, 2040, Highest Cell Temp, 28, Average Cell Temp, 14
0x682, Time, 2060, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2060, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 2060, ERPM, 0, MC Input Voltage, 1
0x683, Time, 2060, High Cell Voltage, 38952, Low Cell Voltage, 37600, Average Cell Voltage 41984
0x151, Time, 2063, AC Current, 0, DC Current, 0
0x251, Time, 2067, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2079, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2083, AC Current, 0, DC Current, 0
0x251, Time, 2087, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2099, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2103, AC Current, 0, DC Current, 0
0x251, Time, 2107, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2119, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2123, AC Current, 0, DC Current, 0
0x251, Time, 2127, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2139, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2143, AC Current, 0, DC Current, 0
0x251, Time, 2147, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x680, Time, 2150, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 2151, High Cell Voltage, 38951, Low Cell Voltage, 37599, Average Cell Voltage 41984
0x682, Time, 2151, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2151, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 2159, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2163, AC Current, 0, DC Current, 0
0x251, Time, 2167, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2179, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2183, AC Current, 0, DC Current, 0
0x251, Time, 2187, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2199, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2203, AC Current, 0, DC Current, 0
0x251, Time, 2207, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2219, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2223, AC Current, 0, DC Current, 0
0x251, Time, 2227, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2239, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2243, AC Current, 0, DC Current, 0
0x251, Time, 2247, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x680, Time, 2254, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 2255, High Cell Voltage, 38951, Low Cell Voltage, 37600, Average Cell Voltage 41984
0x682, Time, 2255, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2255, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 2259, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2263, AC Current, 0, DC Current, 0
0x251, Time, 2267, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2279, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2283, AC Current, 0, DC Current, 0
0x251, Time, 2287, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x1839F380, Time, 2400, Highest Cell Temp, 28, Average Cell Temp, 17
0x151, Time, 2420, AC Current, 0, DC Current, 0
0x251, Time, 2420, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2420, ERPM, 0, MC Input Voltage, 1
0x051, Time, 2420, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2423, AC Current, 0, DC Current, 0
0x251, Time, 2427, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2439, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2443, AC Current, 0, DC Current, 0
0x251, Time, 2447, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2459, ERPM, 0, MC Input Voltage, 1
0x680, Time, 2462, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 2463, High Cell Voltage, 38951, Low Cell Voltage, 37599, Average Cell Voltage 41984
0x682, Time, 2463, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2463, Input Supply Voltage, 120, Pack Current, 0
0x151, Time, 2464, AC Current, 0, DC Current, 0
0x251, Time, 2467, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2479, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2483, AC Current, 0, DC Current, 0
0x251, Time, 2487, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2499, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2503, AC Current, 0, DC Current, 0
0x251, Time, 2507, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2519, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2523, AC Current, 0, DC Current, 0
0x251, Time, 2527, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2539, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2543, AC Current, 0, DC Current, 0
0x251, Time, 2547, Controller Temp, 340, Motor Temp, 420, Fault Code, 2
0x051, Time, 2559, ERPM, 0, MC Input Voltage, 2
0x151, Time, 2563, AC Current, 0, DC Current, 0
0x680, Time, 2566, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 2567, High Cell Voltage, 38952, Low Cell Voltage, 37600, Average Cell Voltage 41984
0x682, Time, 2567, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2567, Input Supply Voltage, 120, Pack Current, 0
0x251, Time, 2568, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2579, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2583, AC Current, 0, DC Current, 0
0x251, Time, 2587, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2599, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2603, AC Current, 0, DC Current, 0
0x251, Time, 2607, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2619, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2623, AC Current, 0, DC Current, 0
0x251, Time, 2627, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2639, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2643, AC Current, 0, DC Current, 0
0x251, Time, 2647, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2659, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2663, AC Current, 0, DC Current, 0
0x251, Time, 2667, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x680, Time, 2670, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x1839F380, Time, 2768, Highest Cell Temp, 28, Average Cell Temp, 19
0x682, Time, 2789, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2789, Input Supply Voltage, 120, Pack Current, 0
0x251, Time, 2789, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x683, Time, 2789, High Cell Voltage, 38950, Low Cell Voltage, 37600, Average Cell Voltage 41984
0x051, Time, 2799, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2803, AC Current, 0, DC Current, 0
0x251, Time, 2807, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2819, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2823, AC Current, 0, DC Current, 0
0x251, Time, 2827, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2839, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2843, AC Current, 0, DC Current, 0
0x251, Time, 2847, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2859, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2863, AC Current, 0, DC Current, 0
0x251, Time, 2867, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x680, Time, 2878, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 2879, High Cell Voltage, 38948, Low Cell Voltage, 37599, Average Cell Voltage 41984
0x682, Time, 2879, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2879, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 2880, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2883, AC Current, 0, DC Current, 0
0x251, Time, 2887, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2899, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2903, AC Current, 0, DC Current, 0
0x251, Time, 2907, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2919, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2923, AC Current, 0, DC Current, 0
0x251, Time, 2927, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2939, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2943, AC Current, 0, DC Current, 0
0x251, Time, 2947, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2959, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2963, AC Current, 0, DC Current, 0
0x251, Time, 2967, Controller Temp, 340, Motor Temp, 419, Fault Code, 2
0x051, Time, 2979, ERPM, 0, MC Input Voltage, 1
0x680, Time, 2982, Relay State 1, 0x0, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3470, Pack SOC, 82
0x683, Time, 2983, High Cell Voltage, 38950, Low Cell Voltage, 37600, Average Cell Voltage 41984
0x682, Time, 2983, Pack Amphours, 173, Internal Temp, 24
0x681, Time, 2983, Input Supply Voltage, 120, Pack Current, 0
0x151, Time, 2984, AC Current, 0, DC Current, 0
