0x680, Time, 65, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 66, High Cell Voltage, 38710, Low Cell Voltage, 37378, Average Cell Voltage 59904
0x682, Time, 66, Pack Amphours, 169, Internal Temp, 24
0x051, Time, 1017, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1021, AC Current, 0, DC Current, 0
0x251, Time, 1025, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1037, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1041, AC Current, 0, DC Current, 0
0x251, Time, 1045, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1057, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1061, AC Current, 0, DC Current, 0
0x251, Time, 1065, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1077, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1081, AC Current, 0, DC Current, 0
0x251, Time, 1085, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1097, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1101, AC Current, 0, DC Current, 0
0x251, Time, 1105, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 1105, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 1106, High Cell Voltage, 38711, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 1106, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1106, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 1117, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1121, AC Current, 0, DC Current, 0
0x251, Time, 1125, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1137, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1141, AC Current, 0, DC Current, 0
0x251, Time, 1145, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1157, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1161, AC Current, 0, DC Current, 0
0x251, Time, 1165, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1177, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1181, AC Current, 0, DC Current, 0
0x251, Time, 1185, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1197, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1201, AC Current, 0, DC Current, 0
0x251, Time, 1205, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 1209, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 1210, High Cell Voltage, 38712, Low Cell Voltage, 37378, Average Cell Voltage 59904
0x682, Time, 1210, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1210, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 1217, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1221, AC Current, 0, DC Current, 0
0x251, Time, 1225, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1237, ERPM, 0, MC Input Voltage, 1
0x1839F380, Time, 1337, Highest Cell Temp, 28, Average Cell Temp, 11
0x251, Time, 1358, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1358, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1358, AC Current, 0, DC Current, 0
0x151, Time, 1361, AC Current, 0, DC Current, 0
0x251, Time, 1365, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1377, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1381, AC Current, 0, DC Current, 0
0x251, Time, 1385, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1397, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1401, AC Current, 0, DC Current, 0
0x251, Time, 1405, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1417, ERPM, 0, MC Input Voltage, 1
0x680, Time, 1417, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 1418, High Cell Voltage, 38712, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 1418, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1418, Input Supply Voltage, 119, Pack Current, 0
0x151, Time, 1421, AC Current, 0, DC Current, 0
0x251, Time, 1425, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1437, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1441, AC Current, 0, DC Current, 0
0x251, Time, 1445, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1457, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1461, AC Current, 0, DC Current, 0
0x251, Time, 1465, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1477, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1481, AC Current, 0, DC Current, 0
0x251, Time, 1485, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1497, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1501, AC Current, 0, DC Current, 0
0x251, Time, 1505, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1517, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1521, AC Current, 0, DC Current, 0
0x680, Time, 1521, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 1522, High Cell Voltage, 38712, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 1522, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1522, Input Supply Voltage, 119, Pack Current, 0
0x251, Time, 1525, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1537, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1541, AC Current, 0, DC Current, 0
0x251, Time, 1545, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1557, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1561, AC Current, 0, DC Current, 0
0x251, Time, 1565, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1577, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1581, AC Current, 0, DC Current, 0
0x251, Time, 1585, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1597, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1601, AC Current, 0, DC Current, 0
0x251, Time, 1605, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x1839F380, Time, 1706, Highest Cell Temp, 28, Average Cell Temp, 13
0x251, Time, 1726, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 1729, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 1730, High Cell Voltage, 38711, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 1730, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1730, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 1737, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1741, AC Current, 0, DC Current, 0
0x251, Time, 1745, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1757, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1761, AC Current, 0, DC Current, 0
0x251, Time, 1765, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1777, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1781, AC Current, 0, DC Current, 0
0x251, Time, 1785, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1797, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1801, AC Current, 0, DC Current, 0
0x251, Time, 1805, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1817, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1821, AC Current, 0, DC Current, 0
0x251, Time, 1825, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 1833, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 1834, High Cell Voltage, 38712, Low Cell Voltage, 37378, Average Cell Voltage 59904
0x682, Time, 1834, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1834, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 1837, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1841, AC Current, 0, DC Current, 0
0x251, Time, 1845, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1857, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1861, AC Current, 0, DC Current, 0
0x251, Time, 1865, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1877, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1881, AC Current, 0, DC Current, 0
0x251, Time, 1885, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1897, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1901, AC Current, 0, DC Current, 0
0x251, Time, 1905, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1917, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1921, AC Current, 0, DC Current, 0
0x251, Time, 1925, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 1937, ERPM, 0, MC Input Voltage, 1
0x680, Time, 1937, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 1938, High Cell Voltage, 38711, Low Cell Voltage, 37378, Average Cell Voltage 59904
0x682, Time, 1938, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1938, Input Supply Voltage, 119, Pack Current, 0
0x151, Time, 1941, AC Current, 0, DC Current, 0
0x251, Time, 1945, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x1839F380, Time, 2054, Highest Cell Temp, 28, Average Cell Temp, 15
0x151, Time, 2075, AC Current, 0, DC Current, 0
0x251, Time, 2075, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2075, ERPM, 0, MC Input Voltage, 1
0x051, Time, 2077, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2081, AC Current, 0, DC Current, 0
0x251, Time, 2085, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2097, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2101, AC Current, 0, DC Current, 0
0x251, Time, 2105, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2117, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2121, AC Current, 0, DC Current, 0
0x251, Time, 2125, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2137, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2141, AC Current, 0, DC Current, 0
0x251, Time, 2145, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 2145, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 2146, High Cell Voltage, 38711, Low Cell Voltage, 37380, Average Cell Voltage 59904
0x682, Time, 2146, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2146, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2157, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2161, AC Current, 0, DC Current, 0
0x251, Time, 2165, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2177, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2181, AC Current, 0, DC Current, 0
0x251, Time, 2185, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2197, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2201, AC Current, 0, DC Current, 0
0x251, Time, 2205, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2217, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2221, AC Current, 0, DC Current, 0
0x251, Time, 2225, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2237, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2241, AC Current, 0, DC Current, 0
0x251, Time, 2245, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 2249, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 2250, High Cell Voltage, 38711, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 2250, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2250, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2257, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2261, AC Current, 0, DC Current, 0
0x251, Time, 2265, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2277, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2281, AC Current, 0, DC Current, 0
0x251, Time, 2285, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2297, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2301, AC Current, 0, DC Current, 0
0x251, Time, 2305, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x1839F380, Time, 2414, Highest Cell Temp, 28, Average Cell Temp, 18
0x151, Time, 2435, AC Current, 0, DC Current, 0
0x251, Time, 2435, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2435, ERPM, 0, MC Input Voltage, 1
0x051, Time, 2437, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2441, AC Current, 0, DC Current, 0
0x251, Time, 2445, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2457, ERPM, 0, MC Input Voltage, 1
0x680, Time, 2457, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 2458, High Cell Voltage, 38712, Low Cell Voltage, 37378, Average Cell Voltage 59904
0x682, Time, 2458, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2458, Input Supply Voltage, 120, Pack Current, 0
0x151, Time, 2461, AC Current, 0, DC Current, 0
0x251, Time, 2465, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2477, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2481, AC Current, 0, DC Current, 0
0x251, Time, 2485, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2497, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2501, AC Current, 0, DC Current, 0
0x251, Time, 2505, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2517, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2521, AC Current, 0, DC Current, 0
0x251, Time, 2525, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2537, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2541, AC Current, 0, DC Current, 0
0x251, Time, 2545, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2557, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2561, AC Current, 0, DC Current, 0
0x680, Time, 2561, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 2562, High Cell Voltage, 38711, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 2562, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2562, Input Supply Voltage, 119, Pack Current, 0
0x251, Time, 2565, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2577, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2581, AC Current, 0, DC Current, 0
0x251, Time, 2585, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2597, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2601, AC Current, 0, DC Current, 0
0x251, Time, 2605, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2617, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2621, AC Current, 0, DC Current, 0
0x251, Time, 2625, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2637, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2641, AC Current, 0, DC Current, 0
0x251, Time, 2645, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2657, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2661, AC Current, 0, DC Current, 0
0x251, Time, 2665, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 2665, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 2666, High Cell Voltage, 38712, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 2666, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2666, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2677, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2681, AC Current, 0, DC Current, 0
0x1839F380, Time, 2782, Highest Cell Temp, 28, Average Cell Temp, 20
0x151, Time, 2803, AC Current, 0, DC Current, 0
0x251, Time, 2803, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x251, Time, 2805, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2817, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2821, AC Current, 0, DC Current, 0
0x251, Time, 2825, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2837, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2841, AC Current, 0, DC Current, 0
0x251, Time, 2845, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2857, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2861, AC Current, 0, DC Current, 0
0x251, Time, 2865, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x680, Time, 2873, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 2874, High Cell Voltage, 38711, Low Cell Voltage, 37379, Average Cell Voltage 59904
0x682, Time, 2874, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2874, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2877, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2881, AC Current, 0, DC Current, 0
0x251, Time, 2885, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2897, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2901, AC Current, 0, DC Current, 0
0x251, Time, 2905, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2917, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2921, AC Current, 0, DC Current, 0
0x251, Time, 2925, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2937, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2941, AC Current, 0, DC Current, 0
0x251, Time, 2945, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2957, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2961, AC Current, 0, DC Current, 0
0x251, Time, 2965, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2977, ERPM, 0, MC Input Voltage, 1
0x680, Time, 2977, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3454, Pack SOC, 80
0x683, Time, 2978, High Cell Voltage, 38712, Low Cell Voltage, 37378, Average Cell Voltage 59904
0x682, Time, 2978, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2978, Input Supply Voltage, 119, Pack Current, 0
0x151, Time, 2981, AC Current, 0, DC Current, 0
0x251, Time, 2985, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 2997, ERPM, 0, MC Input Voltage, 1
0x151, Time, 3001, AC Current, 0, DC Current, 0
0x251, Time, 3005, Controller Temp, 360, Motor Temp, 389, Fault Code, 2
0x051, Time, 3017, ERPM, 0, MC Input Voltage, 1
