0x680, Time, 80, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 81, High Cell Voltage, 38694, Low Cell Voltage, 37352, Average Cell Voltage 55040
0x682, Time, 81, Pack Amphours, 169, Internal Temp, 24
0x051, Time, 489, ERPM, 0, MC Input Voltage, 1
0x151, Time, 493, AC Current, 0, DC Current, 0
0x680, Time, 496, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 497, High Cell Voltage, 38694, Low Cell Voltage, 37352, Average Cell Voltage 55040
0x682, Time, 497, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 497, Input Supply Voltage, 120, Pack Current, 0
0x251, Time, 498, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 509, ERPM, 0, MC Input Voltage, 1
0x151, Time, 513, AC Current, 0, DC Current, 0
0x251, Time, 517, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x1839F380, Time, 622, Highest Cell Temp, 27, Average Cell Temp, 6
0x151, Time, 643, AC Current, 0, DC Current, 0
0x251, Time, 643, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 643, ERPM, 0, MC Input Voltage, 1
0x051, Time, 649, ERPM, 0, MC Input Voltage, 1
0x151, Time, 653, AC Current, 0, DC Current, 0
0x251, Time, 657, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 669, ERPM, 0, MC Input Voltage, 1
0x151, Time, 673, AC Current, 0, DC Current, 0
0x251, Time, 677, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 689, ERPM, 0, MC Input Voltage, 1
0x151, Time, 693, AC Current, 0, DC Current, 0
0x251, Time, 697, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x680, Time, 704, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 705, High Cell Voltage, 38695, Low Cell Voltage, 37352, Average Cell Voltage 55040
0x682, Time, 705, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 705, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 709, ERPM, 0, MC Input Voltage, 1
0x151, Time, 713, AC Current, 0, DC Current, 0
0x251, Time, 717, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 729, ERPM, 0, MC Input Voltage, 1
0x151, Time, 733, AC Current, 0, DC Current, 0
0x251, Time, 737, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 749, ERPM, 0, MC Input Voltage, 1
0x151, Time, 753, AC Current, 0, DC Current, 0
0x251, Time, 757, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 769, ERPM, 0, MC Input Voltage, 1
0x151, Time, 773, AC Current, 0, DC Current, 0
0x251, Time, 777, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 789, ERPM, 0, MC Input Voltage, 1
0x151, Time, 793, AC Current, 0, DC Current, 0
0x251, Time, 797, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x680, Time, 808, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 809, High Cell Voltage, 38694, Low Cell Voltage, 37352, Average Cell Voltage 55040
0x682, Time, 809, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 809, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 809, ERPM, 0, MC Input Voltage, 1
0x151, Time, 813, AC Current, 0, DC Current, 0
0x251, Time, 817, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 829, ERPM, 0, MC Input Voltage, 1
0x151, Time, 833, AC Current, 0, DC Current, 0
0x251, Time, 837, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 849, ERPM, 0, MC Input Voltage, 1
0x151, Time, 853, AC Current, 0, DC Current, 0
0x251, Time, 857, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 869, ERPM, 0, MC Input Voltage, 1
0x151, Time, 873, AC Current, 0, DC Current, 0
0x251, Time, 877, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 889, ERPM, 0, MC Input Voltage, 1
0x151, Time, 893, AC Current, 0, DC Current, 0
0x251, Time, 897, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x1839F380, Time, 992, Highest Cell Temp, 27, Average Cell Temp, 8
0x051, Time, 1012, ERPM, 0, MC Input Voltage, 1
0x051, Time, 1012, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1013, AC Current, 0, DC Current, 0
0x680, Time, 1016, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 1017, High Cell Voltage, 38694, Low Cell Voltage, 37353, Average Cell Voltage 55040
0x682, Time, 1017, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1017, Input Supply Voltage, 120, Pack Current, 0
0x251, Time, 1017, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1029, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1033, AC Current, 0, DC Current, 0
0x251, Time, 1037, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1049, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1053, AC Current, 0, DC Current, 0
0x251, Time, 1057, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1069, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1073, AC Current, 0, DC Current, 0
0x251, Time, 1077, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1089, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1093, AC Current, 0, DC Current, 0
0x251, Time, 1097, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1109, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1113, AC Current, 0, DC Current, 0
0x251, Time, 1117, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x680, Time, 1120, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 1121, High Cell Voltage, 38694, Low Cell Voltage, 37353, Average Cell Voltage 55040
0x682, Time, 1121, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1121, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 1129, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1133, AC Current, 0, DC Current, 0
0x251, Time, 1137, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1149, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1153, AC Current, 0, DC Current, 0
0x251, Time, 1157, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1169, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1173, AC Current, 0, DC Current, 0
0x251, Time, 1177, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1189, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1193, AC Current, 0, DC Current, 0
0x251, Time, 1197, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1209, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1213, AC Current, 0, DC Current, 0
0x251, Time, 1217, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x680, Time, 1224, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 1225, High Cell Voltage, 38694, Low Cell Voltage, 37353, Average Cell Voltage 55040
0x682, Time, 1225, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1225, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 1229, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1233, AC Current, 0, DC Current, 0
0x1839F380, Time, 1330, Highest Cell Temp, 28, Average Cell Temp, 11
0x051, Time, 1351, ERPM, 0, MC Input Voltage, 1
0x251, Time, 1351, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x151, Time, 1353, AC Current, 0, DC Current, 0
0x251, Time, 1357, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1369, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1373, AC Current, 0, DC Current, 0
0x251, Time, 1377, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1389, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1393, AC Current, 0, DC Current, 0
0x251, Time, 1397, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1409, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1413, AC Current, 0, DC Current, 0
0x251, Time, 1417, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1429, ERPM, 0, MC Input Voltage, 1
0x680, Time, 1432, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 1433, High Cell Voltage, 38695, Low Cell Voltage, 37352, Average Cell Voltage 55040
0x682, Time, 1433, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1433, Input Supply Voltage, 120, Pack Current, 0
0x151, Time, 1433, AC Current, 0, DC Current, 0
0x251, Time, 1437, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1449, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1453, AC Current, 0, DC Current, 0
0x251, Time, 1457, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1469, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1473, AC Current, 0, DC Current, 0
0x251, Time, 1477, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1489, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1493, AC Current, 0, DC Current, 0
0x251, Time, 1497, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1509, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1513, AC Current, 0, DC Current, 0
0x251, Time, 1517, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1529, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1533, AC Current, 0, DC Current, 0
0x680, Time, 1536, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 1537, High Cell Voltage, 38694, Low Cell Voltage, 37353, Average Cell Voltage 55040
0x682, Time, 1537, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1537, Input Supply Voltage, 120, Pack Current, 0
0x251, Time, 1537, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1549, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1553, AC Current, 0, DC Current, 0
0x251, Time, 1557, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1569, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1573, AC Current, 0, DC Current, 0
0x251, Time, 1577, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 1589, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1593, AC Current, 0, DC Current, 0
0x251, Time, 1597, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x1839F380, Time, 1698, Highest Cell Temp, 28, Average Cell Temp, 13
0x051, Time, 1719, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1719, AC Current, 0, DC Current, 0
0x251, Time, 1719, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1729, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1733, AC Current, 0, DC Current, 0
0x251, Time, 1737, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x680, Time, 1744, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 1745, High Cell Voltage, 38695, Low Cell Voltage, 37353, Average Cell Voltage 55040
0x682, Time, 1745, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1745, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 1749, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1753, AC Current, 0, DC Current, 0
0x251, Time, 1757, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1769, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1773, AC Current, 0, DC Current, 0
0x251, Time, 1777, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1789, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1793, AC Current, 0, DC Current, 0
0x251, Time, 1797, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1809, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1813, AC Current, 0, DC Current, 0
0x251, Time, 1817, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1829, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1833, AC Current, 0, DC Current, 0
0x251, Time, 1837, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x680, Time, 1848, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 1849, High Cell Voltage, 38694, Low Cell Voltage, 37353, Average Cell Voltage 55296
0x682, Time, 1849, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 1849, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 1849, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1853, AC Current, 0, DC Current, 0
0x251, Time, 1857, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1869, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1873, AC Current, 0, DC Current, 0
0x251, Time, 1877, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1889, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1893, AC Current, 0, DC Current, 0
0x251, Time, 1897, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1909, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1913, AC Current, 0, DC Current, 0
0x251, Time, 1917, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1929, ERPM, 0, MC Input Voltage, 1
0x151, Time, 1933, AC Current, 0, DC Current, 0
0x251, Time, 1937, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 1949, ERPM, 0, MC Input Voltage, 1
0x680, Time, 1952, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x1839F380, Time, 2049, Highest Cell Temp, 28, Average Cell Temp, 15
0x682, Time, 2070, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2070, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 2070, ERPM, 0, MC Input Voltage, 1
0x683, Time, 2070, High Cell Voltage, 38696, Low Cell Voltage, 37354, Average Cell Voltage 55296
0x151, Time, 2073, AC Current, 0, DC Current, 0
0x251, Time, 2077, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2089, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2093, AC Current, 0, DC Current, 0
0x251, Time, 2097, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2109, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2113, AC Current, 0, DC Current, 0
0x251, Time, 2117, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2129, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2133, AC Current, 0, DC Current, 0
0x251, Time, 2137, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2149, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2153, AC Current, 0, DC Current, 0
0x251, Time, 2157, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x680, Time, 2160, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 2161, High Cell Voltage, 38696, Low Cell Voltage, 37353, Average Cell Voltage 55296
0x682, Time, 2161, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2161, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 2169, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2173, AC Current, 0, DC Current, 0
0x251, Time, 2177, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2189, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2193, AC Current, 0, DC Current, 0
0x251, Time, 2197, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2209, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2213, AC Current, 0, DC Current, 0
0x251, Time, 2217, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2229, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2233, AC Current, 0, DC Current, 0
0x251, Time, 2237, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2249, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2253, AC Current, 0, DC Current, 0
0x251, Time, 2257, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x680, Time, 2264, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 2265, High Cell Voltage, 38695, Low Cell Voltage, 37354, Average Cell Voltage 55296
0x682, Time, 2265, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2265, Input Supply Voltage, 120, Pack Current, 0
0x051, Time, 2269, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2273, AC Current, 0, DC Current, 0
0x251, Time, 2277, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2289, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2293, AC Current, 0, DC Current, 0
0x251, Time, 2297, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2309, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2313, AC Current, 0, DC Current, 0
0x1839F380, Time, 2409, Highest Cell Temp, 28, Average Cell Temp, 17
0x051, Time, 2430, ERPM, 0, MC Input Voltage, 1
0x251, Time, 2430, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x151, Time, 2433, AC Current, 0, DC Current, 0
0x251, Time, 2437, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2449, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2453, AC Current, 0, DC Current, 0
0x251, Time, 2457, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2469, ERPM, 0, MC Input Voltage, 1
0x680, Time, 2472, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 2473, High Cell Voltage, 38695, Low Cell Voltage, 37353, Average Cell Voltage 55296
0x682, Time, 2473, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2473, Input Supply Voltage, 120, Pack Current, 0
0x151, Time, 2473, AC Current, 0, DC Current, 0
0x251, Time, 2477, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2489, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2493, AC Current, 0, DC Current, 0
0x251, Time, 2497, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2509, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2513, AC Current, 0, DC Current, 0
0x251, Time, 2517, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2529, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2533, AC Current, 0, DC Current, 0
0x251, Time, 2537, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2549, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2553, AC Current, 0, DC Current, 0
0x251, Time, 2557, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2569, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2573, AC Current, 0, DC Current, 0
0x680, Time, 2576, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 2577, High Cell Voltage, 38695, Low Cell Voltage, 37353, Average Cell Voltage 55296
0x682, Time, 2577, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2577, Input Supply Voltage, 120, Pack Current, 0
0x251, Time, 2577, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2589, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2593, AC Current, 0, DC Current, 0
0x251, Time, 2597, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2609, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2613, AC Current, 0, DC Current, 0
0x251, Time, 2617, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2629, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2633, AC Current, 0, DC Current, 0
0x251, Time, 2637, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2649, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2653, AC Current, 0, DC Current, 0
0x251, Time, 2657, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x051, Time, 2669, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2673, AC Current, 0, DC Current, 0
0x251, Time, 2677, Controller Temp, 370, Motor Temp, 389, Fault Code, 2
0x1839F380, Time, 2773, Highest Cell Temp, 28, Average Cell Temp, 20
0x683, Time, 2794, High Cell Voltage, 38695, Low Cell Voltage, 37355, Average Cell Voltage 55296
0x682, Time, 2794, Pack Amphours, 169, Internal Temp, 24
0x151, Time, 2794, AC Current, 0, DC Current, 0
0x680, Time, 2794, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x251, Time, 2797, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2809, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2813, AC Current, 0, DC Current, 0
0x251, Time, 2817, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2829, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2833, AC Current, 0, DC Current, 0
0x251, Time, 2837, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2849, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2853, AC Current, 0, DC Current, 0
0x251, Time, 2857, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2869, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2873, AC Current, 0, DC Current, 0
0x251, Time, 2877, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x680, Time, 2888, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 2889, High Cell Voltage, 38695, Low Cell Voltage, 37355, Average Cell Voltage 55296
0x682, Time, 2889, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2889, Input Supply Voltage, 119, Pack Current, 0
0x051, Time, 2889, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2893, AC Current, 0, DC Current, 0
0x251, Time, 2897, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2909, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2913, AC Current, 0, DC Current, 0
0x251, Time, 2917, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2929, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2933, AC Current, 0, DC Current, 0
0x251, Time, 2937, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2949, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2953, AC Current, 0, DC Current, 0
0x251, Time, 2957, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2969, ERPM, 0, MC Input Voltage, 1
0x151, Time, 2973, AC Current, 0, DC Current, 0
0x251, Time, 2977, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
0x051, Time, 2989, ERPM, 0, MC Input Voltage, 1
0x680, Time, 2992, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0, Failsafe Status 2, 0x0, Pack Instant Voltage, 3452, Pack SOC, 80
0x683, Time, 2993, High Cell Voltage, 38694, Low Cell Voltage, 37354, Average Cell Voltage 55296
0x682, Time, 2993, Pack Amphours, 169, Internal Temp, 24
0x681, Time, 2993, Input Supply Voltage, 120, Pack Current, 0
0x151, Time, 2994, AC Current, 0, DC Current, 0
0x251, Time, 2997, Controller Temp, 370, Motor Temp, 390, Fault Code, 2
